id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50305534,Pet Friendly | Trendy Neighborhood | Close to OSU,8963103,Sarah,,Near North/University,39.98445,-83.01186,Entire home/apt,112,2,69,2022-09-18,4.51,33,79,53,2021-1907
50331739,Old-school 70s Apt • City Views in German Village!,325932974,Evan,,Near South,39.95232,-82.98877,Entire home/apt,117,1,88,2022-09-16,5.84,34,84,66,2019-2094
50345056,"Texan 2bd Loft + Workspace, King Bds, by Starbucks",325932974,Evan,,Near South,39.9525,-82.99013,Entire home/apt,117,1,67,2022-09-04,4.46,34,76,51,2019-2094
50350453,Pet Friendly | Chic Interior Design | OSU,8963103,Sarah,,Near North/University,39.98483,-83.01201,Entire home/apt,112,2,82,2022-09-04,5.37,33,58,71,2021-1908
50351200,Pet Friendly | Luxury Design | Close to Campus,8963103,Sarah,,Near North/University,39.9849,-83.01204,Entire home/apt,114,2,81,2022-09-18,5.29,33,72,66,2021-1906
50398506,"Cozy, modern, Queen bedroom, with private bathroom",382987731,Alex,,Near East,39.96194,-82.97983,Private room,87,1,74,2022-09-05,6.15,2,65,74,2021-2358
50411749,The Bluff - A Columbus Gem,164166624,Michael,,Far Northwest,40.11444,-83.04041,Entire home/apt,136,1,24,2022-09-18,1.64,1,245,20,2021-1886
50454199,"Restful, Down to Earth Stay (Cloud9)",396629398,Robert & Bailey,,Eastland/Brice,39.92683,-82.79613,Private room,44,1,42,2022-06-19,2.84,2,77,30,2021-2047
50460976,Franklinton Arts District - Stunning Rooftop Views,69989354,Kate,,Franklinton,39.9575,-83.01485,Entire home/apt,246,2,49,2022-09-18,3.74,1,300,42,2022-2198
50541626,Centrally located designer ranch-style home,67386632,Angelica,,Far Northwest,40.1085,-83.06365,Entire home/apt,199,1,5,2022-09-19,5,1,165,5,2022-2622
50609880,Luxury home near Short North/OSU/Downtown & more!,266520165,Andrew,,West Scioto,39.98833,-83.08809,Entire home/apt,150,2,18,2022-07-24,1.46,1,12,16,2021-2286
50656406,"5 Bed, German Village Home on Schiller Park",258817989,Nate,,Near South,39.9403,-82.98932,Entire home/apt,347,1,48,2022-09-07,3.64,6,307,43,2021-2367
50726747,German Village Condo - High-End Finishes - Patio,395243198,Jessica,,Near South,39.94323,-82.98618,Entire home/apt,109,1,80,2022-09-01,5.73,3,76,69,2021-1161
50751062,Mon Chateau  -Brand new urban studio apartment,409771952,Kathy,,Near East,39.96267,-82.97571,Entire home/apt,92,1,71,2022-09-12,5.10,1,70,61,2021-2311
50772162,Martindale House Palmer Room,134168758,Lainie,,Near South,39.94239,-82.99632,Private room,98,2,27,2022-09-05,1.84,8,360,18,2019-1279
50865089,"New listing Historical hidden gem near OSU, MAPFRE",169901980,Rhonda,,Clintonville,40.02006,-83.00365,Entire home/apt,232,2,30,2022-09-04,2.27,1,1,26,2021-2470
50895902,Long Street House near Downtown & Airport,217319476,Karen,,Near East,39.96847,-82.96621,Entire home/apt,96,1,24,2022-08-14,1.66,4,320,15,2019-2519
50897093,The House on the Hill,52174539,Kate & Nat,,Clintonville,40.03759,-83.00744,Entire home/apt,137,4,60,2022-09-07,4.72,25,77,59,2022-2699
50901481,⭐️Escape To Paris⭐️,376805922,T,,Downtown,39.96944,-82.99182,Entire home/apt,181,1,3,2022-09-18,1.03,1,162,3,2022-9274
50914424,Self Checkin✬German Vlg✬Full Kitchen✬10min→Airport,409922961,Amalie,,Near South,39.93038,-82.98536,Entire home/apt,233,1,10,2022-09-04,2.00,1,161,10,2022-1450
50916379,STAY IN THE HEART OF THE SHORT NORTH,158439641,GH Hospitality,,Near North/University,39.98082,-82.99806,Entire home/apt,369,2,47,2022-09-11,3.22,52,92,35,2021-2253
50916385,Cheerful private room & bathroom near OSU/High St!,193928568,Sarah,,Near North/University,40.01272,-83.00891,Private room,76,1,6,2022-09-16,5.00,1,201,6,2021-1998
50943505,Julie’s Buckeye Cozy Condo w/ hot tub!,199236044,Julie,,Far Northwest,40.1342,-83.07115,Entire home/apt,191,1,57,2022-09-04,4.46,1,244,54,Exempt
50979254,Whispering willow Bunk house,51343654,Susie,,Westland,39.91573,-83.1722,Entire home/apt,94,2,35,2022-09-11,2.46,3,156,25,
51001190,Pet Friendly 1 BD Large Stylish Miller 2B,174256511,Nicholas,,Near East,39.95544,-82.96017,Entire home/apt,78,2,23,2022-06-28,1.63,32,360,17,2020-1277
51011730,"Close to Downtown, Short North, &Children's Hosp.",278235483,Joshua,,Near South,39.9314,-82.98697,Private room,52,1,102,2022-09-18,9.30,1,145,102,2021-2931
51041418,Lovely loft apartment with free parking,387439145,Raven,,Near South,39.9501,-82.95939,Private room,76,1,64,2022-09-12,5.58,2,316,64,2021-3098
51043079,The Cottage | Parking + Private Patio + Fast WiFi,52174539,Kate & Nat,,Near North/University,39.98038,-83.0147,Entire home/apt,100,1,45,2022-09-11,3.96,25,172,45,2021-2333
51047429,The OASIS ! Central Listing PET FRIENDLY w/ yard!,115836608,Erich,,North Linden,40.02358,-82.98201,Entire home/apt,120,2,52,2022-09-04,3.63,24,173,40,2020-1966
51048291,Cute Bungalow close to Fortress Obetz,413025836,Alex,,Far South,39.87819,-82.95635,Entire home/apt,74,1,19,2022-09-05,1.55,1,84,18,
51062662,5 Min to Downtown ♛ Cozy Modern 2BR with Wifi & AC,325932974,Evan,,Near East,39.95765,-82.97488,Entire home/apt,110,31,44,2022-09-09,3.19,34,2,34,2020-1201
51082266,HUGE NEW HISTORIC HOME IN SHORT NORTH W/ LRG PATIO,158439641,GH Hospitality,,Near North/University,39.9797,-82.99855,Entire home/apt,353,2,42,2022-09-12,2.98,52,80,32,2021-2254
51128739,Columbus Maple Shade House,60419944,Nicole,,North Linden,40.02283,-82.98551,Entire home/apt,128,1,68,2022-09-10,7.29,1,49,68,2022-2227
51145588,The Goodale Park Retreat (w/ Reserved Garage!),52174539,Kate & Nat,,Near North/University,39.97655,-83.0087,Entire home/apt,120,2,54,2022-09-05,4.25,25,149,51,2022-1256
51151785,Cheap room for college students and more.,304081662,Marvin,,Northwest,40.0559,-83.04399,Private room,34,30,3,2022-08-05,0.64,2,344,3,
51168074,Fabulous 1 Bedroom Loft in a Quaint Downtown,254066042,Robert,,Southeast,39.84277,-82.80457,Entire home/apt,215,2,18,2022-09-05,1.32,1,346,15,
51193772,"LRG Private Boho Room near Nationwide, CMH, Dwntwn",48511914,Santoria,,Near East,39.97412,-82.96547,Private room,49,14,5,2022-08-20,0.52,6,90,5,2021-2214
51211221,"All new, private rooms set up for longer stays.",90262482,Judy,,Franklinton,39.95921,-83.03956,Entire home/apt,58,30,3,2022-07-29,0.34,1,324,3,
51216429,Adorable 1 bedroom guest house,49415864,Ariesa,,Far East,39.97423,-82.79759,Entire home/apt,125,1,23,2022-06-14,2.26,1,173,23,
51224914,"Welcoming, Quaint, Second Floor Flat",94337607,Alezah,,Far North,40.1148,-82.92528,Entire home/apt,99,6,16,2022-09-07,1.76,9,53,16,
51227731,PRIVATE LUXURY HOME 1 MI FROM CHILDREN'S HOSPITAL,245356391,Larry,,Near South,39.94648,-82.94899,Entire home/apt,251,2,1,2021-09-03,0.08,3,0,0,2019-2479
51230670,"Vintage style in the city. 3BRs, lounge, enclosed porches and fenced yard.",133736445,Gail,,South Linden,40.01104,-82.97149,Entire home/apt,85,30,1,2021-10-08,0.09,3,176,1,
51281511,Spacious beauitful home,317263839,Ashley,,North Linden,40.05839,-82.98839,Entire home/apt,262,2,7,2022-07-10,0.70,1,169,7,Exempt
51284623,Clintonville Cutie,137419825,Susanne,,Clintonville,40.0552,-83.01277,Entire home/apt,267,2,58,2022-09-18,4.34,2,337,51,2021-2429
51287784,"Close to Airport, Easton & short drive to Downtown",61321228,Ben,,Northeast,40.02172,-82.90604,Entire home/apt,279,2,16,2022-09-05,1.24,1,84,15,
51288697,"Clean Quiet Home Close OSU, Downtown, Hospital",4911015,Natalia,,Clintonville,40.0277,-83.02074,Entire home/apt,79,30,2,2022-07-31,0.42,3,249,2,
51291033,Cheerful townhouse near downtown and airport,217319476,Karen,,Near East,39.96978,-82.96824,Entire home/apt,100,1,18,2022-08-28,1.35,4,358,15,2019-2518
51310391,Short North Oasis w/ FREE Wine & Private Parking,457593577,David,,Near North/University,39.97738,-83.00299,Entire home/apt,135,1,73,2022-09-19,5.24,4,339,63,2021-4512
51367366,Right On High St - The Book Loft • King Bed • FREE Parking  • Short North • Downtown • Ohio State,109117484,Sergio,,Near North/University,39.98595,-83.00533,Entire home/apt,130,1,151,2022-09-12,11.02,10,360,133,2021-2237
51375534,Modern 1-Bd Apt-5 mins from Downtown-Free Parking,7488244,The Rose Group,,Near East,39.96161,-82.96607,Entire home/apt,91,2,36,2022-03-10,3.13,2,0,36,2021-1284
51385683,Bright + Airy Bungalow | Pet-Friendly,21149933,Amie,,Clintonville,40.02151,-83.00801,Entire home/apt,125,1,76,2022-09-04,5.56,1,343,63,2022-2242
51386366,A Sojourner's Space,288243645,Lisa,,Northwest,40.07857,-83.09854,Private room,40,30,2,2022-07-18,0.17,3,278,2,2019-3177
51386803,Bright Bohemian Style Apt ✵ Historic Downtown Area,235497311,Marc (TailwindSTR),,Near South,39.95268,-82.9898,Entire home/apt,123,1,122,2022-09-13,8.97,41,70,108,2019-2094
51393450,Heart of Downtown Millennial Loft Style Apartment,378166643,Brianne,,Downtown,39.95713,-82.99383,Entire home/apt,86,1,29,2022-09-18,5.76,1,0,29,2022-1964
51428803,Cozy 1 Bedroom in Olde Town East,396957039,Kiyomi,,Near East,39.95929,-82.97058,Entire home/apt,98,1,8,2022-05-01,1.03,1,209,8,2021-3064
51439233,Tiny Home at Central Point,243881747,Su,,Clintonville,40.06216,-83.01517,Entire home/apt,124,2,38,2022-09-18,2.99,2,69,35,2020-1747
51440136,Housepitality - The Summit Spot - Great Location!,26958698,Benjamin,,Near North/University,39.98656,-83.00162,Entire home/apt,166,30,28,2022-09-05,2.04,107,175,25,2021-2451
51453467,CHARMING HOME NEAR DOWNTOWN - GREAT PARK NEXT DOOR,309313527,Larry,,Near South,39.94644,-82.95053,Entire home/apt,222,2,25,2022-09-18,1.96,1,177,22,2019-2479
51462828,Modern Apartment in Prime Location (ID4290X54),263502162,Landing,,Westland,39.88334,-83.0952,Entire home/apt,90,30,0,,,25,0,0,
51485629,Urban 614 Oasis- Downtown Columbus,149742461,Corey,,Near South,39.94779,-82.97951,Entire home/apt,116,1,27,2022-09-18,2.28,11,163,27,2021-2306
51516143,King Bed Suite | Short North Arts District,57416448,Laila,,Near North/University,39.98698,-83.00181,Entire home/apt,183,2,19,2022-09-16,1.54,5,331,17,2021-8614
51537244,Luxury New Home w/ Bsmnt+Private Patio & Garage!,49270092,Ebony,,Near South,39.9299,-82.99182,Entire home/apt,332,2,47,2022-08-28,3.76,1,48,44,2021-2624
51538525,Mid-century modern studio guesthouse,417519260,Faith,,Far North,40.07924,-83.0174,Entire home/apt,93,31,28,2022-05-30,2.33,1,65,28,
51563167,CUTE & COZY RANCH HOME,318162444,Ebipade,,Eastland/Brice,39.91204,-82.85465,Entire home/apt,119,7,15,2022-09-04,1.22,1,360,13,
51576913,Beautiful rental unit with lofty views of the city... near Ohio State campus and historic Crew Stadium!,111908867,Chris,,Near North/University,40.01212,-82.99752,Entire home/apt,148,1,33,2022-09-03,3.49,4,348,33,2021-3473
51577004,Private Queen Room NEAR NATIONWIDE/AIRPORT/DOWNTWN,48511914,Santoria,,Near East,39.97491,-82.96536,Private room,47,14,4,2022-09-09,0.48,6,90,4,2021-2214
51578043,Cozy Private Room near Nationwide/CMH AIRPT/DWNTWN,48511914,Santoria,,Near East,39.97378,-82.96596,Private room,45,14,4,2022-09-02,0.31,6,90,3,2021-2214
51600134,~Peaceful Gahanna 1BR w/Balcony + Washer/Dryer + Luxury Amenities!~,27280979,Jesse,,Rocky Fork-Blacklick,40.09909,-82.85119,Entire home/apt,99,30,2,2022-07-08,0.35,37,365,2,
51600139,~The King Of Polaris - Nature View Apt w/WiFi + Washer + Dryer~,27280979,Jesse,,Far North,40.14328,-82.95433,Entire home/apt,142,28,0,,,37,359,0,
51618150,"Easy Commute 2bd Townhome ♜ Kitchen, Wifi, Amzn TV",325932974,Evan,,Near East,39.9575,-82.97474,Entire home/apt,113,31,39,2022-09-12,3.05,34,32,35,2020-1201
51667625,Music House Downtown w/ fenced yard & parking!,296308078,Amanda,,Near East,39.96205,-82.95605,Entire home/apt,505,2,26,2022-08-28,3.77,2,11,26,2021-3360
51679942,Clean Quiet Comfortable Home,4911015,Natalia,,North Linden,40.01995,-82.99322,Entire home/apt,69,30,0,,,3,304,0,
51682618,Olde Towne East Luxurious Castle,105433925,Fitumi,,Near East,39.96081,-82.96547,Entire home/apt,575,2,28,2022-08-25,2.20,14,83,25,2021-2619
51682625,Peaceful Condo Near Downtown Olde Towne East,105433925,Fitumi,,Near East,39.9627,-82.96922,Entire home/apt,233,5,20,2022-09-05,1.66,14,81,20,2021-2623
51682628,Spacious Modern Luxurious Home Near Downtown,105433925,Fitumi,,Near East,39.95476,-82.96635,Entire home/apt,455,2,29,2022-08-28,2.36,14,85,28,2021-2621
51691120,The Troubadour- Location Location!,26958698,Benjamin,,Near North/University,39.97922,-83.00068,Entire home/apt,140,30,23,2022-05-06,1.81,107,322,19,2019-1502
51708642,Comfortable King Bed Suite | Short North's Finest,57416448,Laila,,Near North/University,39.98668,-83.00284,Entire home/apt,206,2,31,2022-09-04,2.51,5,353,30,2021-9458
51713907,A Beautiful 4 Bedrooms Family Home,418953210,Martin,,Far East,39.9845,-82.84095,Entire home/apt,171,2,11,2022-09-05,2.17,1,75,11,2022-1644
51717344,Big cape cod with lots of charm,62490591,Wesley,,North Linden,40.0213,-82.9845,Private room,79,1,30,2022-09-11,2.54,1,72,30,2022-2733
51730930,⚞Micro Studio ✔Garage Parking ✔Short Walk To OSU⚟,300835823,The Urban,,Near North/University,40.00837,-83.01549,Entire home/apt,177,1,130,2022-09-01,9.85,20,176,84,Exempt
51744934,⚞Modern Studio♛ + Amenities (Accessibility Units)⚟,300835823,The Urban,,Near North/University,40.00667,-83.01478,Entire home/apt,177,1,15,2022-09-01,1.14,20,171,9,Exempt
51748077,Remodeled 2/1 Apt - 5 min from dtown Worthington!,104699874,Ryan,,Northland,40.08512,-82.99183,Entire home/apt,124,1,51,2022-09-11,3.98,5,143,49,2021-2614
51757882,Dapper Downtown Diggs,82341129,Justin,,Near South,39.95084,-82.98838,Entire home/apt,141,2,18,2022-08-22,1.42,2,53,15,2019-1022
51757942,German Village Gem,82341129,Justin,,Near South,39.95206,-82.98633,Entire home/apt,140,2,15,2022-08-31,1.20,2,59,13,2019-1045
51773589,King Bed | FREE Off-Street Parking | Close to OSU,8963103,Sarah,,Near North/University,39.9852,-83.00768,Entire home/apt,110,1,41,2022-09-18,3.29,33,165,39,2021-2550
51782114,Tranquil Blue 2 BR Luxury Getaway *Polaris* by D&D,419484174,Don&Daisy,,Far North,40.13698,-82.96931,Entire home/apt,137,2,14,2022-02-15,1.21,1,0,14,2072-9319
51787633,"Stylish, cozy condo!  Pool!  Minutes from shops!",419529289,Loren,,Rocky Fork-Blacklick,40.05918,-82.8519,Entire home/apt,159,2,22,2022-09-19,5.37,1,326,22,2022-1390
51802160,King Bed Cozy 3 Bedroom Home near German Village,63784636,Chris,,Near South,39.93933,-82.97178,Entire home/apt,151,1,68,2022-09-18,5.24,5,146,63,2021-2499
51803616,Mike & Allen's Semi-Private Lower-level guestSuite,197936864,Michael A Foley &,,Near East,39.963081,-82.95507,Private room,165,1,26,2022-09-18,2.04,3,348,21,2021-3095
51820373,CorbettHouse Garden Room NeilAve ShortNorth,297899272,Randy,,Near North/University,39.98562,-83.01228,Private room,55,28,7,2022-08-27,1.39,4,76,7,2021-3369
51835268,⭐️ Sam’s Spot ⭐️ Near Short North & OSU & ExpoCenter,170368591,Sam,,Near North/University,39.99073,-82.99709,Entire home/apt,145,1,50,2022-09-18,4.00,1,237,47,2021-2391
51838727,5 min from Worthington - 2/1 newly remodeled Apt!,104699874,Ryan,,Northland,40.08319,-82.99334,Entire home/apt,129,1,50,2022-09-04,3.91,5,176,46,2021-2615
51840051,Bed and bath with a beautiful relaxing view.,419943919,Jane,,Eastmoor/Walnut Ridge,39.9711,-82.85104,Private room,64,1,49,2022-09-18,4.24,1,66,49,2021-2689
51843864,*NEW* GERMAN VILLAGE RETREAT W/ LOVELY PATIO l FREE PARK,158439641,GH Hospitality,,Near South,39.94891,-82.99529,Entire home/apt,278,2,42,2022-09-11,3.24,52,78,38,2021-2256
51848672,Clintonville/Whetstone Park Eco Friendly Charmer,14037717,Brandy,,Clintonville,40.03882,-83.01902,Entire home/apt,248,2,19,2022-08-04,1.58,2,84,19,2021-2520
51851294,GOOD VIBES IN THE HEART OF COLUMBUS,33011209,Jason,,Downtown,39.95706,-82.999,Entire home/apt,138,1,50,2022-09-11,4.92,4,72,50,2021-3941
51857930,Martindale House Weaver room,134168758,Lainie,,Near South,39.94119,-82.99656,Private room,85,2,13,2022-09-04,1.02,8,354,10,2019-1279
51858271,Martindale House Swisher Room,134168758,Lainie,,Near South,39.94199,-82.99656,Private room,85,2,16,2022-08-16,1.29,8,365,15,2019-1279
51858442,Martindale House Hawkins Room,134168758,Lainie,,Near South,39.94092,-82.99625,Private room,89,2,21,2022-09-03,1.62,8,361,17,2019-1279
51865518,The Short North Nook,30241348,David And Ashley,,Near North/University,39.974667,-83.003471,Entire home/apt,146,2,49,2022-09-06,3.84,2,151,46,2021-2641
51868283,Lighthouse: A Refuge in Transition,420160305,Kelci,,West Olentangy,39.97732,-83.03223,Private room,57,30,4,2022-02-07,0.37,1,311,4,
51868922,NEW & AMAZING Short North/Victorian Village Home!,54769683,Annie,,Near North/University,39.99038,-83.00206,Entire home/apt,88,1,67,2022-09-19,5.46,13,245,66,2021-2837
51871338,Golf Course Retreat--HUGE house--Quiet & Cozy,141615095,Stacey,,Far North,40.11831,-83.02745,Entire home/apt,439,2,32,2022-09-05,2.51,3,73,30,2021-1921
51882897,Urban Brownstone Garden Flat—DOWNTOWN COLUMBUS,116400313,Nate,,Downtown,39.96382,-82.99225,Entire home/apt,119,30,2,2022-01-28,0.17,25,263,2,
51884034,"Minimalist Comfort Studio - Parking, SmartTV, Wifi",235497311,Marc (TailwindSTR),,Near North/University,39.99593,-83.00365,Entire home/apt,85,1,66,2022-08-31,5.27,41,80,63,2022-2165
51885962,Jungle Oasis by Newport Music & High St w/ Parking,235497311,Marc (TailwindSTR),,Near North/University,39.99765,-83.00398,Entire home/apt,87,1,98,2022-09-13,7.70,41,50,94,2022-2166
51906353,Cozy Cottage Home With a Twist of City Living,331011443,Tren,,Near East,39.97727,-82.95738,Entire home/apt,85,30,0,,,1,322,0,
51910421,Luxury high rise apartment downtown Columbus,188962798,Ronald,,Downtown,39.96421,-82.99967,Entire home/apt,110,10,0,,,1,361,0,2013-1941
51920538,Charming home near OSU Stadium w/ Hot Tub,25823110,Brandon,,West Olentangy,39.99603,-83.06858,Entire home/apt,492,2,13,2022-08-21,1.12,1,85,13,
51921559,Artists Haven Studio | Steps to High St & Campus,235497311,Marc (TailwindSTR),,Near North/University,39.99617,-83.00545,Entire home/apt,79,1,34,2022-09-10,2.71,41,53,31,2022-2168
51922283,Chic Central 1BR Studio Walk to High St & Campus,235497311,Marc (TailwindSTR),,Near North/University,39.99625,-83.00421,Entire home/apt,78,1,22,2022-08-28,1.76,41,58,19,2022-2169
51922636,University Queen Comfort | Walk to Campus &High St,235497311,Marc (TailwindSTR),,Near North/University,39.99655,-83.00517,Entire home/apt,86,1,58,2022-09-09,4.57,41,60,56,2022-2171
51923556,Buckeye Superfan Studio in Heart of OSU Living!,235497311,Marc (TailwindSTR),,Near North/University,39.99756,-83.00391,Entire home/apt,86,1,39,2022-09-09,3.07,41,68,36,2022-2170
51925053,1898 Condo,15355581,Jerry,,Near South,39.94915,-82.96633,Entire home/apt,194,2,8,2022-09-04,0.87,1,149,8,2021-3560
51935246,Three bedroom Cape Cod in quiet neighborhood.,40026410,Jamie,,North Linden,40.03284,-82.96926,Entire home/apt,110,2,33,2022-08-23,2.58,5,355,28,
51945376,Frontdesk | Bright 1 Br in Harrison West,253828606,Frontdesk,,Near North/University,39.977066,-83.017044,Entire home/apt,115,1,19,2022-08-14,1.90,13,0,19,2022-1155
51959347,Bright Mid-Century Studio | Park & Walk to High St,235497311,Marc (TailwindSTR),,Near North/University,39.99666,-83.00554,Entire home/apt,85,1,71,2022-09-10,5.56,41,54,66,2022-2159
51959356,Boho Chic Studio by High St w/ Free Parking & WiFi,235497311,Marc (TailwindSTR),,Near North/University,39.9964,-83.00417,Entire home/apt,86,1,62,2022-09-16,4.86,41,69,59,2022-2164
51966393,Chic Bohemian Studio | Steps to High St w/ WiFi,235497311,Marc (TailwindSTR),,Near North/University,39.99723,-83.00428,Entire home/apt,85,1,71,2022-09-12,5.68,41,62,70,2022-2160
51966517,California Desert Studio by OSU Campus & High St!,235497311,Marc (TailwindSTR),,Near North/University,39.99594,-83.00399,Entire home/apt,86,1,52,2022-09-17,4.11,41,80,48,2022-2161
51966519,Ohio Home Studio | Park by High St & Short North,235497311,Marc (TailwindSTR),,Near North/University,39.99753,-83.00543,Entire home/apt,79,1,25,2022-09-16,1.96,41,60,23,2022-2162
51966521,Stylish Artistic Studio  ♥ Walk to High ST & OSU!,235497311,Marc (TailwindSTR),,Near North/University,39.99733,-83.00497,Entire home/apt,83,1,55,2022-09-04,4.41,41,80,54,2022-2163
51989079,❤Beautiful home minutes from Downtown❤,389846711,Terry,,Near South,39.94452,-82.97195,Entire home/apt,145,1,16,2022-03-27,1.30,1,0,15,2021-1234
52001843,"Chic 3 BR Townhouse by Mapfre, OSU & Short North",1395861,Happy To Host,,Near North/University,40.01783,-82.99938,Entire home/apt,191,2,34,2022-09-18,2.77,4,338,33,2019-1508
52029309,Cali Modern Studio  at FOUR X FIVE,3023813,Max,,Near North/University,39.98728,-83.00057,Entire home/apt,113,1,36,2022-09-04,2.87,2,263,32,2021-2326
52031318,The Norman House—Historic German Village,116400313,Nate,,Near South,39.94641,-82.99296,Entire home/apt,224,2,8,2022-09-04,0.63,25,138,7,2021-2793
52037940,Modern 3 bdrm home in Short North/ Italian Village,135685330,Jessica,,Near North/University,39.98049,-83.00179,Entire home/apt,318,2,30,2022-09-04,2.72,2,84,30,2021-3101
52066710,Modern Apartment in Prime Location (ID4410X01),263502162,Landing,,Far North,40.15379,-82.99677,Entire home/apt,122,30,1,2022-02-28,0.15,25,360,1,
52086736,Cali Modern Townhome at FOUR x FIVE,3023813,Max,,Near North/University,39.98611,-82.9996,Entire home/apt,159,1,28,2022-09-19,2.68,2,261,28,2021-2326
52091199,👑 Brand New Mid-Century Modern Anereis Home with King Sized Bed! 👑,313811711,Anereis,,Near East,39.95461,-82.9627,Entire home/apt,289,1,61,2022-09-12,6.12,1,64,61,2021-3415
52125297,Charming condo in the heart of German Village,422010767,Drew,,Near South,39.94746,-82.99662,Entire home/apt,232,2,32,2022-09-05,2.56,1,340,29,2021-2640
52134202,Bright 1bd Loft | Walk to Best Bars & Restaurants!,235497311,Marc (TailwindSTR),,Near North/University,39.98714,-83.00232,Entire home/apt,105,1,55,2022-09-16,4.39,41,69,51,2020-1114
52134322,Spacious 1BR Apt |Short Nrth | 5 Mins to Downtown,235497311,Marc (TailwindSTR),,Near North/University,39.98606,-83.00367,Entire home/apt,105,1,52,2022-09-17,4.16,41,76,50,2020-1114
52143252,Housepitality - The OSU Friends and Family House,26958698,Benjamin,,Near North/University,40.01188,-83.0022,Entire home/apt,195,30,29,2022-07-31,2.31,107,362,24,2021-2695
52144204,"🔺Comfy beds! Close to OSU, Downtown, Short North!🔺",38962915,Jennifer,,West Olentangy,39.97544,-83.03713,Entire home/apt,180,2,35,2022-09-04,3.06,5,84,35,
52144816,💫 Grandview Getaway 💫 - Central Downtown/OSU,44467878,Joe,,West Olentangy,39.989861,-83.042915,Entire home/apt,76,1,96,2022-09-10,7.70,4,117,95,2021-2722
52151923,Pet Friendly 1 BD Large Stylish Madison D,174256511,Nicholas,,Near East,39.965073,-82.962486,Entire home/apt,92,2,27,2022-09-05,2.20,32,361,26,2022-2876
52167667,Private Office Space | Free Parking | Dog Friendly,8963103,Sarah,,Near North/University,39.98353,-83.00781,Entire home/apt,131,1,19,2022-09-18,1.52,33,166,18,2021-2543
52185845,2 Bedroom Furnished Home In Quiet Neighborhood,296356145,Jonathan,,Northland,40.09696,-83.00586,Entire home/apt,63,30,17,2022-09-03,1.43,2,305,17,
52198415,Cozy one-bedroom Star Wars Collection Getaway,295931621,Emmanuel,,Northland,40.06897,-82.96094,Private room,106,5,13,2022-07-18,1.06,6,356,12,2021-2718
52243410,Master bedroom with private bath,17672900,Jefferson,,Westland,39.94508,-83.14431,Private room,47,30,0,,,2,173,0,
52248431,Your Cozy & Quaint Home Away From Home,84797905,Home Away From Home Suites,,Far Northwest,40.09842,-83.08103,Entire home/apt,93,20,24,2022-05-05,2.03,1,52,24,2021-1111
52261256,Housepitality - The Urban Roost 1 - Modern,26958698,Benjamin,,Franklinton,39.95486,-83.0221,Entire home/apt,160,1,18,2022-09-02,1.49,107,336,18,2021-3169
52261260,Housepitality - The Urban Roost 2 - Location!,26958698,Benjamin,,Franklinton,39.95409,-83.02044,Entire home/apt,162,1,24,2022-08-28,1.98,107,359,24,2021-3169
52288062,"Clean, Safe, Suburban home close to everything",120455802,Norma,,Northland,40.06569,-82.91077,Entire home/apt,230,3,8,2022-08-14,0.70,8,86,8,2019-2731
52297906,"Entire 3-bedroom House - Close to OSU, Short North",229583496,Elijah,,Near North/University,39.9941,-82.99587,Entire home/apt,110,30,1,2021-12-10,0.10,1,89,1,
52300743,spacious  2 bedroom  in the heart of Short North,66480503,Will,,Near North/University,39.979847,-83.003784,Entire home/apt,174,2,12,2022-09-11,1.04,8,339,12,2020-1019
52326200,Cozy Loft w Projector near Downtown Columbus & CMH,33121285,Aisa,,Eastmoor/Walnut Ridge,39.9791,-82.8609,Entire home/apt,98,1,0,,,1,0,0,
52330755,Wine down & relax. You’ll love it here ❤️,402233901,Nicole,,Northland,40.0632,-82.915,Entire home/apt,141,1,20,2022-06-06,1.63,1,259,19,2022-5753
52336650,"Very spacious, King bed & futon, private bathroom",382987731,Alex,,Near East,39.96254,-82.97924,Private room,99,1,68,2022-09-11,5.76,2,69,68,2021-2358
52336756,Comfortable 4B2B House Clintonville/Worthington,72729897,Michelle,,Clintonville,40.07614,-83.01425,Entire home/apt,171,2,28,2022-09-18,3.75,1,106,28,2021-3465
52337388,You are in downtown and steps to convention Center,66480503,Will,,Near North/University,39.979847,-83.003784,Entire home/apt,149,2,4,2022-07-19,0.60,8,337,4,2020-1019
52368253,Historic Gem Walkable to Downtown Grove City,37962024,Brittany,,Westland,39.88527,-83.09917,Entire home/apt,239,2,33,2022-09-18,2.91,1,278,33,
52437824,"Precious Ranch, newly renovated and spacious yard!",33532441,Alex,,Eastmoor/Walnut Ridge,39.94084,-82.91469,Entire home/apt,122,2,22,2022-08-17,1.90,4,325,22,2021-2775
52441750,Village charm/ PETS/ walk to DOWNTOWN / KING BED/,290555110,Omolara,,Near South,39.95046,-82.98391,Entire home/apt,232,1,10,2022-06-20,1.13,6,0,10,2021-3372
52442066,Elmwood Estate! PET friendly W/ Screened In Porch!,115836608,Erich,,West Olentangy,39.99151,-83.05214,Entire home/apt,210,2,20,2022-09-04,1.84,24,325,20,2021-2762
